Observation ID,Location ID,Location Name,Observed Property ID,Observed DateTime,Analyzed DateTime,Depth,Depth Unit,Data Classification,Result Value,Result Unit,Source of Rounded Value,Rounded Value,Rounding Specification,Result Status,Result Grade,Medium,Activity ID,Activity Name,Collection Method,Field: Device ID,Field: Device Type,Field: Comment,Lab: Specimen Name,Lab: Analysis Method,Lab: Detection Condition,Lab: Limit Type,Lab: MDL,Lab: MRL,Lab: Quality Flag,Lab: Received DateTime,Lab: Prepared DateTime,Lab: Sample Fraction,Lab: From Laboratory,Lab: Sample ID,Lab: Dilution Factor,Lab: Comment,QC: Type,QC: Source Sample ID,Standards Violations,Specimen: Taxonomy Element,CAS Number,Latitude,Longitude,Elevation,Elevation Unit,Country,State,County,Location Type,Field Visit Start Date,Validation Warnings,Location Group,EA_Lab Batch ID,EA_Observation Composite Stat,EA_Upload File Name
0091d41f-49e2-4550-bc2c-7345839da8a3,E305910,WQ-NESCRP1 MOUNT MILLIGAN 104777,Cobalt Total (fl. conc.),2022-05-03 12:55:00.000-08:00,2022-05-10 19:40:00.000-08:00,,,LAB,0.00143,mg/L,,,,Preliminary,Unknown,Water - Waste,9f3051ea-efab-4ade-a472-5bfa8b4239a8,3896141;;Water - Waste;E305910;2022-05-03T12:55:00-08:00,Grab,,,,Metals - Total,"F033;Acid Dig,Centrifuge,ICPMS;EMS Migration",,,0.000005,,,2022-05-05 08:15:00.000-08:00,,TOTAL,CAR,22E0746-02,,,,,,,7440-48-4,55.134026,-123.976678,,,,,,Seepage or Seepage Pools,2022-05-03,,104777,B2E1045,,water-may-15-132.csv
0097add0-f3e0-4ed8-8ed2-627206b162c2,0600011,FRASER RIVER AT MARGUERITE,Nickel Total (fl. conc.),2022-04-13 08:48:00.000-08:00,2022-05-11 00:20:00.000-08:00,,,LAB,0.00003,mg/L,,,,Preliminary,Unknown,Water - Fresh,68c9bf8e-b6cb-46df-829d-c5e3121a9bab,4047509;BLANK;Water - Fresh;0600011;2022-04-13T08:48:00-08:00,Grab,,,,Metals - Total,"X555;Metals in water, total, ""in-bottle"" digestion, ICP-SFMS;EMS Migration",,,0.00001,,,,,TOTAL,NTL,VA22A7878,,,BLANK,,,,7440-02-0,52.5294,-122.44635,,,,,,"River, Stream, or Creek",2022-04-13,,,,,water-may-16-422.csv
00b63c62-158b-4adb-8c27-45035686e944,E304691,RED CHRIS - NORTH RECLAIM POND,Color True (app.),2022-05-03 11:05:00.000-08:00,2022-05-05 00:00:00.000-08:00,,,LAB,5,Col. Unit,,,,Preliminary,Unknown,Water - Fresh,4f7262d1-21be-41d6-9d16-1389e7dc0646,3898378;;Water - Fresh;E304691;2022-05-03T11:05:00-08:00,Grab,,,,Physical Properties,XM14;Spectrophotometer;EMS Migration,NOT_DETECTED,,5,,,2022-05-04 18:10:00.000-08:00,,,ALS,001,,,,,,,,57.752213,-129.725608,,,,,,Lake or Pond,2022-05-03,,105017,VA22A9500,,water-may-15-9.csv
00da3096-4cb9-407f-96aa-4d3796be6084,E102983,COMINCO (PE-2753) OUTFALL II,Residue: Non-filterable (TSS) (mass flow),2022-05-17 05:00:00.000-08:00,2022-05-17 05:00:00.000-08:00,,,LAB,0.0702,t/d,,,,Preliminary,Unknown,Water - Waste,a22ed38b-ecab-4426-9e7b-3dd4af7da998,4551706;;Water - Waste;E102983;2022-05-17T05:00:00-08:00,Flow Proportional Composite,,,,Physical Properties,CALC;Calculation (t/d);EMS Migration,,,0,,,,,,PE,,,,,,,,,49.0997,-117.7099,,,,,,Outfall,2022-05-17,,14388;2753,,,water-may-13-86.csv
00f51fb7-f844-4302-8fd4-979d7c781a9b,0600033,GIBRALTAR(416)E CUISSON CR BELOW SEEPAGE POND,Beryllium Dissolved (fl. conc.),2022-05-03 11:56:00.000-08:00,2022-05-20 00:00:00.000-08:00,,,LAB,0.00002,mg/L,,,,Preliminary,Unknown,Water - Fresh,047a9914-026a-4b24-b3be-4e41335ea449,3899571;;Water - Fresh;0600033;2022-05-03T11:56:00-08:00,Grab,,,,Metals - Dissolved,"F032;Filt.,Acid,ICPMS;EMS Migration",NOT_DETECTED,,0.00002,,,2022-05-05 09:00:00.000-08:00,,DISSOLVED,ALS,006,,,,,,,7440-41-7,52.5761,-122.2997,,,,,,"River, Stream, or Creek",2022-05-03,,416,VA22A9620,,water-may-16-467.csv
00fa5657-6a26-454f-831c-ad84fe4232f1,E304810,HAC 13,Hardness (Dissolved) (as CaCO3) (fl. conc.),2022-05-03 10:08:00.000-08:00,2022-05-03 10:08:00.000-08:00,,,LAB,129,mg/L,,,,Preliminary,Unknown,Water - Fresh,54304f19-fa75-419d-9e64-b0cd8aba1039,3941430;;Water - Fresh;E304810;2022-05-03T10:08:00-08:00,Grab,,,,Major Ions,"CCAL;Calculation (Ca, Mg);EMS Migration",,,0.5,,,2022-05-04 10:00:00.000-08:00,,DISSOLVED,ALS,VA22A9405,,,,,,,,52.521475,-121.586368,,,,,,"River, Stream, or Creek",2022-05-03,,11678,,,water-may-15-18.csv
00fe8aae-a7e8-4541-9f78-31c214331e14,E102984,COMINCO (PE-2753) OUTFALL III,Chlorine Res:Total (fl. conc.),2022-05-20 07:00:00.000-08:00,2022-05-20 07:00:00.000-08:00,,,LAB,0.01,mg/L,,,,Preliminary,Unknown,Water - Waste,9ac7ecfb-a3b5-47d0-bc51-cd579832c4a6,4415386;;Water - Waste;E102984;2022-05-20T07:00:00-08:00,Grab,,,,Inorganics,X103;DPD Colorimetric;EMS Migration,,,0.2,,,,,TOTAL,PE,,,,,,,,7782-50-5,49.1042,-117.6606,,,,,,Outfall,2022-05-20,,14388;2753,,,water-may-13-154.csv
010634b7-c78e-4059-a5e5-598da20996c7,E305899,WQ-23 MOUNT MILLIGAN 104777,Magnesium Total (fl. conc.),2022-05-10 12:30:00.000-08:00,2022-05-17 18:07:00.000-08:00,,,LAB,3,mg/L,,,,Preliminary,Unknown,Water - Surface Film,683426a4-7499-45d4-a5bd-b8415653898d,3901818;;Water - Surface Film;E305899;2022-05-10T12:30:00-08:00,Grab,,,,Metals - Total,"F033;Acid Dig,Centrifuge,ICPMS;EMS Migration",,,0.005,,,2022-05-12 11:00:00.000-08:00,,TOTAL,CAR,22E1704-01,,,,,,,7439-95-4,55.121229,-123.953926,,,,,,"River, Stream, or Creek",2022-05-10,,104777,B2E1904,,water-may-15-115.csv
0113cca2-4a36-44bc-b375-d395a88303a7,E207975,POLLEY LAKE - SOUTH,Antimony Dissolved (fl. conc.),2022-05-17 13:04:00.000-08:00,2022-05-17 13:04:00.000-08:00,15.5,metre,LAB,0.0001,mg/L,,,,Preliminary,Unknown,Water - Fresh,9bce1491-9ee4-4ee4-bd76-0e50e469ddde,3941498;;15.5m;Water - Fresh;E207975;2022-05-17T13:04:00-08:00,Grab,,,,Metals - Dissolved,X170;ICP;EMS Migration,NOT_DETECTED,,0.0001,,,2022-05-18 11:10:00.000-08:00,,DISSOLVED,ALS,VA22B0897,,,,,,,7440-36-0,52.539,-121.594,,,,,,Lake or Pond,2022-05-17,Statistical Outlier: 1.0E-4 mg/L >= P95 (1.0E-4 mg/L),11678,,,water-may-16-100.csv
0126ad5f-1cf4-4176-a15e-39f4dec80659,0500629,SIMILKAMEEN RIVER @ PRINCETON,Lathanum Total (fl. conc.),2022-04-05 09:10:00.000-08:00,2022-05-10 21:30:00.000-08:00,,,LAB,0.000566,mg/L,,,,Preliminary,Unknown,Water - Fresh,51549bab-46ea-4654-8dc0-16db9e5c9836,4047425;;Water - Fresh;0500629;2022-04-05T09:10:00-08:00,Grab,,,,Metals - Total,"X555;Metals in water, total, ""in-bottle"" digestion, ICP-SFMS;EMS Migration",,,0.000001,,,,,TOTAL,NTL,VA22A7101,,,,,,,,49.4591,-120.50393,,,,,,"River, Stream, or Creek",2022-04-05,,,,,water-may-16-243.csv
0130cd4f-3162-41af-9c51-18211448d0bd,E104623,NTHWD PULP PE00157 FINAL OUTFALL,pH (acidity),2022-05-10 07:01:00.000-08:00,2022-05-10 07:01:00.000-08:00,,,LAB,8,pH units,,,,Preliminary,Unknown,Water - Waste,bd636656-5336-4a1e-be04-e0e0e709d684,3907978;;Water - Waste;E104623;2022-05-10T07:01:00-08:00,Time Composite: Discrete,,,,Physical Properties,X330;Meter;EMS Migration,,,2,,,,,,PE,,,,,,,,,53.965,-122.6947,,,,,,Outfall,2022-05-10,,157,,,water-may-16-1164.csv
014373c0-9154-451e-95fc-ed4edfc40b30,E305911,WQ-NESCRP2 MOUNT MILLIGAN 104777,Arsenic Total (fl. conc.),2022-05-03 13:07:00.000-08:00,2022-05-10 19:38:00.000-08:00,,,LAB,0.0043,mg/L,,,,Preliminary,Unknown,Water - Waste,3408237d-39ef-4a23-b0bb-e6bca0ae9834,3896140;;Water - Waste;E305911;2022-05-03T13:07:00-08:00,Grab,,,,Metals - Total,"F033;Acid Dig,Centrifuge,ICPMS;EMS Migration",,,0.00005,,,2022-05-05 08:15:00.000-08:00,,TOTAL,CAR,22E0746-03,,,,,,,7440-38-2,55.128786,-123.966653,,,,,,Seepage or Seepage Pools,2022-05-03,,104777,B2E1045,,water-may-15-133.csv
0144f2c8-3538-4664-a443-6cb586f9a713,E305962,MW12-043 MOUNT MILLIGAN 104777,Sulfate Dissolved (fl. conc.),2022-05-11 14:45:00.000-08:00,2022-05-14 12:17:00.000-08:00,,,LAB,4.5,mg/L,,,,Preliminary,Unknown,Water - Ground,d087d5a6-037b-4275-946f-3c630ef5126e,3898461;;Water - Ground;E305962;2022-05-11T14:45:00-08:00,Grab,,,,Major Ions,X044;Ion Chromatography;EMS Migration,,,1,,,2022-05-13 09:15:00.000-08:00,,DISSOLVED,CAR,22E1815-01,,,,,,,14808-79-8,55.124931,-123.966588,,,,,,Well,2022-05-11,,104777,B2E1700,,water-may-15-160.csv
014a15fa-a2ff-43a0-b665-211a49b54be5,E104898,PG PULP AND INTERCON PULP PE0390001 OUTFALL,Biochemical Oxygen Demand (fl. conc.),2022-05-17 07:01:00.000-08:00,2022-05-17 07:01:00.000-08:00,,,LAB,23,mg/L,,,,Preliminary,Unknown,Water - Waste,e234741e-5ee6-4d54-a147-94c95739b4a7,3906886;;Water - Waste;E104898;2022-05-17T07:01:00-08:00,Time Composite: Discrete,,,,Aggregate Organics,X013;Seeded Dil Nit Inh 5 Day;EMS Migration,,,5,,,,,,PE,,,,,,,,,53.9264,-122.6811,,,,,,Outfall,2022-05-17,,3900,,,water-may-16-1645.csv
0154770e-025f-4867-be46-cf8da701ecfa,E305908,WQ-TSFP MOUNT MILLIGAN 104777,Hydroxide Alkalinity (as CaCO3) (fl. conc.),2022-04-26 14:02:00.000-08:00,2022-05-04 16:58:00.000-08:00,,,LAB,1,mg/L,,,,Preliminary,Unknown,Water - Waste,e1968a9c-a0a6-4ae7-b30a-dd9cfe62d240,3901412;;Water - Waste;E305908;2022-04-26T14:02:00-08:00,Grab,,,,Major Ions,X310;Auto Potentiometric Titration;EMS Migration,NOT_DETECTED,,1,,,2022-04-29 09:15:00.000-08:00,,,CAR,22D3731-02,,,,,,,,55.116589,-123.99803,,,,,,Outfall,2022-04-26,Statistical Outlier: 1.0 mg/L >= P95 (1.0 mg/L),104777,B2E0472,,water-may-15-131.csv
0155de80-5357-41fb-97d5-05002c8d61cc,E102983,COMINCO (PE-2753) OUTFALL II,Copper Total (mass flow),2022-05-19 05:00:00.000-08:00,2022-05-19 05:00:00.000-08:00,,,LAB,0.001159,t/d,,,,Preliminary,Unknown,Water - Waste,469f8eb2-86d2-4763-8021-3a9158cf50ef,4551718;;Water - Waste;E102983;2022-05-19T05:00:00-08:00,Flow Proportional Composite,,,,Metals - Total,CALC;Calculation (t/d);EMS Migration,,,0,,,,,TOTAL,PE,,,,,,,,7440-50-8,49.0997,-117.7099,,,,,,Outfall,2022-05-19,,14388;2753,,,water-may-13-86.csv
015b0e1c-236e-4ebe-ae85-74f6577f737c,E104623,NTHWD PULP PE00157 FINAL OUTFALL,Bio. LC50:Fish (mortality) (ratio),2022-05-03 07:01:00.000-08:00,2022-05-03 07:01:00.000-08:00,,,LAB,0,%,,,,Preliminary,Unknown,Water - Waste,65242dee-3a16-42f3-9a0a-a358da9c2998,3907963;;Water - Waste;E104623;2022-05-03T07:01:00-08:00,Time Composite: Continuous Monitor,,,,Toxicity,FA13;RM13/Rainbow/96hr(%mortality)/100% conc.;EMS Migration,,,0,,,,,,BCR,,,,,,,,,53.965,-122.6947,,,,,,Outfall,2022-05-03,,157,,,water-may-16-1164.csv
01654c7a-23c8-4e30-89e5-f11cfe00eeb9,E305944,KP91-A6D MOUNT MILLIGAN 104777,Chloride Dissolved (fl. conc.),2022-05-10 14:05:00.000-08:00,2022-05-13 04:56:00.000-08:00,,,LAB,0.1,mg/L,,,,Preliminary,Unknown,Water - Ground,b8a39c4d-f141-4c17-b0d4-4507f2f2e16e,3897610;;Water - Ground;E305944;2022-05-10T14:05:00-08:00,Grab,,,,Major Ions,X044;Ion Chromatography;EMS Migration,NOT_DETECTED,,0.1,,,2022-05-12 11:00:00.000-08:00,,DISSOLVED,CAR,22E1703-02,,,,,,,16887-00-6,55.128467,-123.967135,,,,,,Well,2022-05-10,,104777,B2E1531,,water-may-15-149.csv
017e8853-06f4-4b4c-86b7-205f55571781,0500629,SIMILKAMEEN RIVER @ PRINCETON,Barium Dissolved (fl. conc.),2022-04-05 09:10:00.000-08:00,2022-05-10 21:26:00.000-08:00,,,LAB,0.0202,mg/L,,,,Preliminary,Unknown,Water - Fresh,51549bab-46ea-4654-8dc0-16db9e5c9836,4047425;;Water - Fresh;0500629;2022-04-05T09:10:00-08:00,Grab,,,,Metals - Dissolved,"X556;Metals in water, dissolved, ""in-bottle"" digestion, ICP-SFMS;EMS Migration",,,0.00002,,,,,DISSOLVED,NTL,VA22A7101,,,,,,,7440-39-3,49.4591,-120.50393,,,,,,"River, Stream, or Creek",2022-04-05,,,,,water-may-16-243.csv
018a7396-cedb-42ac-b95d-1cc64cf9b183,E104623,NTHWD PULP PE00157 FINAL OUTFALL,Production Quant. (atd prod.),2022-05-03 07:01:00.000-08:00,2022-05-03 07:01:00.000-08:00,,,LAB,1666.9,adt/d,,,,Preliminary,Unknown,Water - Waste,d072de7d-1e1d-4a81-96dd-7d158e9b255f,3907962;;Water - Waste;E104623;2022-05-03T07:01:00-08:00,Time Composite: Continuous Monitor,,,,Physical Properties,X473;Bleached Pulp;EMS Migration,,,0,,,,,,PE,,,,,,,,,53.965,-122.6947,,,,,,Outfall,2022-05-03,,157,,,water-may-16-1164.csv
018a8a15-2bae-4fa8-ab90-3627661f252f,E102984,COMINCO (PE-2753) OUTFALL III,Thallium Total (mass flow),2022-05-12 05:00:00.000-08:00,2022-05-12 05:00:00.000-08:00,,,LAB,0.00525,t/d,,,,Preliminary,Unknown,Water - Waste,13a4f977-3554-409c-a2b0-f263f79969ca,4552121;;Water - Waste;E102984;2022-05-12T05:00:00-08:00,Flow Proportional Composite,,,,Metals - Total,CALC;Calculation (t/d);EMS Migration,,,0.01,,,,,TOTAL,PE,,,,,,,,7440-28-0,49.1042,-117.6606,,,,,,Outfall,2022-05-12,,14388;2753,,,water-may-13-154.csv
018a9ebe-403f-46d5-a250-016f0618a43d,E102669,COMINCO(PE00189) 3700 FOOT PORTAL DISCHG,Zinc Total (fl. conc.),2022-05-04 08:37:00.000-08:00,2022-05-04 08:37:00.000-08:00,,,LAB,0.0277,mg/L,,,,Preliminary,Unknown,Water - Waste,a5006e5c-e436-4e48-9967-73bb3331cd50,3908479;;Water - Waste;E102669;2022-05-04T08:37:00-08:00,Grab,,,,Metals - Total,"F068;HNO3dig,TeflonTube/Autoclave,ICP-MS;EMS Migration",,,0.0001,,,,,TOTAL,CAR,,,,,,,,7440-66-6,49.6894,-115.9769,,,,,,Combined Sewer,2022-05-04,,189,,,water-may-13-2.csv
0190ac9e-98ef-47d4-b914-c91c612257cd,E305878,ELK RIVER SIDE CHANNEL U/S WOLFRAM CREEK,Specific Conductance (elec. cond.),2022-05-17 12:30:00.000-08:00,2022-05-17 12:30:00.000-08:00,,,LAB,297,µS/cm,,,,Preliminary,Unknown,Water - Fresh,04c073a2-ae51-4df5-89dd-032d000cff1a,3932440;;Water - Fresh;E305878;2022-05-17T12:30:00-08:00,Grab,,,,Physical Properties,XM10;Meter;EMS Migration,,,2,,,,,,ALS,,,,,,,,,50.105333,-114.930826,,,,,,"River, Stream, or Creek",2022-05-17,,6248,,,water-may-15-104.csv
019711a6-0a71-468f-856f-ce3a5ff17856,E305950,KP07-13 MOUNT MILLIGAN 104777,Nitrogen Kjel.Tot(N) (fl. conc.),2022-04-27 12:01:00.000-08:00,2022-05-05 00:00:00.000-08:00,,,LAB,0.05,mg/L,,,,Preliminary,Unknown,Water - Ground,3e6852f5-54a5-4a94-86f9-822b325dd7f5,3892887;;Water - Ground;E305950;2022-04-27T12:01:00-08:00,Grab,,,,Nutrients,1360;Block Dig.Auto.Color;EMS Migration,NOT_DETECTED,,0.05,,,2022-04-29 09:15:00.000-08:00,,,CAR,22D3718-01,,,,,,,,55.138284,-123.972363,,,,,,Well,2022-04-27,,104777,B2E0457,,water-may-15-152.csv
0197b883-298c-462c-8753-71374754dc25,E104623,NTHWD PULP PE00157 FINAL OUTFALL,pH (acidity),2022-05-18 07:01:00.000-08:00,2022-05-18 07:01:00.000-08:00,,,LAB,7.88,pH units,,,,Preliminary,Unknown,Water - Waste,01d05fdc-5fa4-4575-b32c-a617fc556a71,3907998;;Water - Waste;E104623;2022-05-18T07:01:00-08:00,Time Composite: Discrete,,,,Physical Properties,X330;Meter;EMS Migration,,,2,,,,,,PE,,,,,,,,,53.965,-122.6947,,,,,,Outfall,2022-05-18,,157,,,water-may-16-1164.csv
019f9226-f49a-40bd-a67e-93d1e823c734,E305949,KP06-8D MOUNT MILLIGAN 104777,Carbonate Alkalinity (as CaCO3) (fl. conc.),2022-05-11 12:25:00.000-08:00,2022-05-18 11:19:00.000-08:00,,,LAB,1,mg/L,,,,Preliminary,Unknown,Water - Ground,2f729aae-0e51-433a-bc40-c277f16111db,3898460;;Water - Ground;E305949;2022-05-11T12:25:00-08:00,Grab,,,,Major Ions,X310;Auto Potentiometric Titration;EMS Migration,NOT_DETECTED,,1,,,2022-05-13 09:15:00.000-08:00,,,CAR,22E1815-02,,,,,,,,55.135242,-123.979694,,,,,,Well,2022-05-11,Statistical Outlier: 1.0 mg/L >= P95 (1.0 mg/L),104777,B2E2088,,water-may-15-151.csv
01bdb55c-314c-40b6-abba-ba53ac7b6f7a,0600004,THOMPSON R. AT SAVONA,Temperature-Field (temp.),2022-05-16 10:33:00.000-08:00,2022-05-16 10:33:00.000-08:00,0.3,metre,FIELD,10.3,degC,,,,Preliminary,Unknown,Water - Fresh,,,Grab,,Field sampling,,,,,,,,,,,,,,,,,,,,,50.75,-120.8742,,,,,,"River, Stream, or Creek",2022-05-16,,,KS2301607,,water-may-16-393.csv
01d0165f-ba22-4c9a-83d2-d6d4aa7bb40c,E304750,OUTLET OF THE SECONDARY POST SEDIMENT POND (FR_PP1),Temperature-Field (temp.),2022-05-18 12:03:00.000-08:00,2022-05-18 12:03:00.000-08:00,,,FIELD,6.4,degC,,,,Preliminary,Unknown,Water - Waste,,,Grab,,Thermometer,,,,,,,,,,,,,,,,,,,,,50.193389,-114.913667,,,,,,Outfall,2022-05-18,,424,,,water-may-15-12.csv
